year,model,init_month,yield [kg/ha],yield anomaly [%],tmeanrain_santa fe san justo_10,tmeanrain_santa fe san justo_11,rainsquared_buenos aires villarino_11,tmeansquared_buenos aires hipolito yrigoyen_11,tmeanrain_buenos aires hipolito yrigoyen_11,tmeanrain_buenos aires coronel suarez_11,rainsquared_buenos aires hipolito yrigoyen_9,rainsquared_santa fe san justo_11
1998,CCSM4,11,2304.962651203633,-0.0069315508171687,-0.1538637322305168,0.6660820799705419,-0.5015526890720126,0.13712988509859492,0.23519878054971013,0.40484726670392934,-0.7086106139972915,-0.3118427722779305
1999,CCSM4,9,2505.6008274599226,0.0603710133986302,1.306335707398625,0.0743803919364557,0.7966909102456519,-0.23591479468912388,-0.8411452924702828,-0.5388950510275418,-0.8110887858101758,-0.016978255543379707
1999,CCSM4,10,2505.6008274599226,0.0603710133986302,0.6026105270244694,-1.525317932916845,-0.23519954195845982,1.2359845016512678,-1.3240810614160792,-2.9587136904877553,0.912484529718981,0.8435708788633738
1999,CCSM4,11,2505.6008274599226,0.0603710133986302,0.5978444718673416,0.6221467340321775,0.5836449156042398,0.6313367783622741,-2.696732180947741,-0.39031569252539344,0.912484529718981,-0.7028141006011697
2000,CCSM4,9,2551.682570811968,0.0453192686395238,-0.29784254213698236,0.014738671602898316,-0.6750966542228747,-0.6864245569106953,0.24248534562571,0.3382974355796426,-0.6118909716242029,-0.5845019621769201
2000,CCSM4,10,2551.682570811968,0.0453192686395238,0.09302889647507648,0.17180595984445618,-0.5852747208397823,-0.5854539006799299,0.15186264855322149,0.3742549505949299,-0.7008937949926126,-0.5666206564546793
2000,CCSM4,11,2551.682570811968,0.0453192686395238,-0.014332180214023,-0.3869877503278008,-0.659367648951002,-0.6318775174914911,0.6841416443696814,0.6988580077480173,-0.7008937949926126,-0.5523760994392073
2001,CCSM4,9,2275.107945586972,-0.0832118001855024,-0.3072636804976427,-0.38002418540932736,-0.6744396185208024,-0.6572849237992333,0.21984233634977654,0.41763579860337374,1.3286455874853524,-0.5600324604550383
2001,CCSM4,10,2275.107945586972,-0.0832118001855024,-0.022351308799505507,0.3161701126297603,-0.5327911990069673,0.6613294917568523,-0.10633798096659486,-0.060040205242984764,-0.0025587711996982,-0.6028942614201681
2001,CCSM4,11,2275.107945586972,-0.0832118001855024,-0.4687768435560671,0.1055382142970956,0.5064393991963358,-0.6062988509248044,0.06425429374061699,0.2973071127594783,-0.0025587711996982,-0.6566587195235225
2002,CCSM4,9,2098.312168451822,-0.1599897413045245,-0.3246131210782892,0.06688160420001224,-0.5387115434257285,0.2065044082642607,-0.6591364272093748,0.5824262853645946,-0.7210980292877145,-0.2532633627149744
2002,CCSM4,10,2098.312168451822,-0.1599897413045245,1.8628385789245419,0.08174035358026979,-0.1625134397735912,-0.04824531579717371,-1.708214635293148,-0.7513839285549431,-0.8163222185276803,0.5319085415625933
2002,CCSM4,11,2098.312168451822,-0.1599897413045245,1.310720431262485,0.06206594144829638,-0.47198451333947156,6.20195665334712,-1.7644222441016089,-0.8290578870948694,-0.8163222185276803,-0.7533559787070652
2003,CCSM4,9,2687.6983520115846,0.0867211661741361,0.8487492093833103,-0.45559356265820145,-0.4972946770061042,-0.6728602876592062,0.2911133682594736,0.4127350567009004,-0.4118567681110092,-0.4826736301184857
2003,CCSM4,10,2687.6983520115846,0.0867211661741361,0.04839751257955798,0.043996554699105225,0.45058374327375456,-0.6228008898386538,0.10165395566375542,0.16792801425479104,0.0471202182868296,-0.6709369938184484
2003,CCSM4,11,2687.6983520115846,0.0867211661741361,-0.1326144125636059,0.10540751726663417,-0.13232427205221203,-0.2269602512644095,0.16892024927398822,0.5970648232264212,0.0471202182868296,-0.7652150430311102
2004,CCSM4,9,2768.3673897008125,0.0933536252225563,-1.7671545734207827,-2.0966613932889975,-0.2746265986072479,-0.41787555667503534,0.27090760929538743,1.3973932271754927,-0.7071603527508122,1.0726348667160812
2004,CCSM4,10,2768.3673897008125,0.0933536252225563,-0.7595494842971054,0.1442291019479038,-0.6697626692493139,-0.5318333721914907,0.20769792323518727,-0.05602037653996399,-0.3654795613255509,-0.4568539137496498
2004,CCSM4,11,2768.3673897008125,0.0933536252225563,0.101442153405147,-0.32189340467131533,-0.0752420099173984,-0.47396865805754196,0.2663288321222713,-0.4555982029326641,-0.3654795613255509,-0.6103650415739956
2005,CCSM4,9,2652.504506303661,0.0295492665437282,-1.5822567449140987,-0.6697299105441404,-0.5038505091268511,-0.6551473223359334,0.29279293241684196,0.5235130861456561,0.004214873227142994,-0.2782621837785617
2005,CCSM4,10,2652.504506303661,0.0295492665437282,1.0281419944789547,-0.7626260218308517,0.8464050140906465,1.0118145523606996,-2.02939987173308,-1.1276467998494963,-0.7354873633311795,0.27321456207764333
2005,CCSM4,11,2652.504506303661,0.0295492665437282,0.8116691142537633,0.3661089183888199,-0.4195563114632261,-0.595470940172914,0.20435191984545995,-0.06029608814058899,-0.7354873633311795,0.035030643050780394
2006,CCSM4,9,2802.152801978974,0.0575983895925021,-1.0393254559717269,-0.10432805951372935,-0.6644915163390636,-0.6206165788957573,0.4642743004305354,0.4275783547421451,-0.04638522241743045,-0.6348349096529073
2006,CCSM4,10,2802.152801978974,0.0575983895925021,0.12873558518434514,-0.14948984152354494,-0.6828777156813405,-0.5536519227492108,0.05098876885476084,0.3220670971142568,-0.3604402373570725,0.5183046236534244
2006,CCSM4,11,2802.152801978974,0.0575983895925021,1.3587110864711665,0.04285136398023842,-0.23140532136897912,-0.5749344247526244,0.5381025609182457,0.6949138746956977,-0.3604402373570725,-0.7596207738023559
2007,CCSM4,9,2964.9821230781013,0.0901024788182954,-0.17470410945751574,0.0838128556404019,-0.6293158814072233,-0.5648478760385162,0.04647524237627588,0.30420827345649,-0.2800819922182054,-0.6750669944396296
2007,CCSM4,10,2964.9821230781013,0.0901024788182954,-0.6901532096126961,-0.02353670695764459,0.05755533765136556,-0.6748270459443303,0.27689938305820805,0.11086539844936445,0.7105837240429327,-0.6617750920994144
2007,CCSM4,11,2964.9821230781013,0.0901024788182954,0.126191709340691,-1.1023439819265601,1.0217729354943228,-0.6132743457458921,0.1463304428438561,0.7305455302287628,0.7105837240429327,0.5318685997206863
2008,CCSM4,9,2024.453890851962,-0.2906591931618024,-0.2449752317668646,0.11123359742815937,-0.39760257883076466,-0.6127177532763787,0.021832544354018837,0.19391946900761198,0.451693809172758,-0.6690273990003112
2008,CCSM4,10,2024.453890851962,-0.2906591931618024,0.062086010899139704,-0.17577329506545092,-0.6794724606734724,-0.6867748364644,0.28819412198115063,0.3181247104219426,-0.8178796132359357,-0.48386519790449
2008,CCSM4,11,2024.453890851962,-0.2906591931618024,0.020621513184706,-0.8826167943476103,-0.6311525080439184,1.1214673821108758,0.12189626926819982,-0.09294165723616639,-0.8178796132359357,-0.5319487814587658
2009,CCSM4,9,2970.2970292832338,0.0808897038617558,0.8827045701581199,0.982620849695559,-0.29335147345615176,-0.48868279107918744,0.22151153080388847,0.3054880969438872,6.41782643704405,0.4038730035219605
2009,CCSM4,10,2970.2970292832338,0.0808897038617558,0.044528470074878444,0.550417482415596,1.229460066935764,0.15652931382756352,1.2906108651473167,1.7120571052566766,1.7056802288492474,-0.22517181591145408
