model,init_year,init_month,forecasted_year,forecasted_month,lat,lon,prec,t2m
PNU,2004,4,2004,7,-40.0,-62.5,1.74,8.12
PNU,2004,4,2004,8,-40.0,-62.5,1.5,7.92
PNU,2004,4,2004,9,-40.0,-62.5,1.51,8.3
PNU,2004,5,2004,5,-40.0,-62.5,1.51,11.5
PNU,2004,5,2004,6,-40.0,-62.5,1.68,9.21
PNU,2004,5,2004,7,-40.0,-62.5,1.89,7.71
PNU,2004,5,2004,8,-40.0,-62.5,1.7,7.42
PNU,2004,5,2004,9,-40.0,-62.5,1.64,8.22
PNU,2004,5,2004,10,-40.0,-62.5,1.24,10.3
PNU,2004,6,2004,6,-40.0,-62.5,1.73,8.89
PNU,2004,6,2004,7,-40.0,-62.5,1.68,7.64
PNU,2004,6,2004,8,-40.0,-62.5,1.57,7.39
PNU,2004,6,2004,9,-40.0,-62.5,1.5,8.17
PNU,2004,6,2004,10,-40.0,-62.5,1.21,10.33
PNU,2004,6,2004,11,-40.0,-62.5,0.86,13.54
PNU,2004,7,2004,7,-40.0,-62.5,1.65,7.79
PNU,2004,7,2004,8,-40.0,-62.5,1.82,7.55
PNU,2004,7,2004,9,-40.0,-62.5,1.82,8.24
PNU,2004,7,2004,10,-40.0,-62.5,1.22,10.24
PNU,2004,7,2004,11,-40.0,-62.5,1.17,13.45
PNU,2004,8,2004,8,-40.0,-62.5,1.55,7.72
PNU,2004,8,2004,9,-40.0,-62.5,1.82,8.57
PNU,2004,8,2004,10,-40.0,-62.5,1.16,10.76
PNU,2004,8,2004,11,-40.0,-62.5,1.2,13.66
PNU,2004,9,2004,9,-40.0,-62.5,1.42,8.78
PNU,2004,9,2004,10,-40.0,-62.5,1.5,10.74
PNU,2004,9,2004,11,-40.0,-62.5,1.07,13.73
PNU,2004,10,2004,10,-40.0,-62.5,1.5,10.96
PNU,2004,10,2004,11,-40.0,-62.5,1.42,13.94
PNU,2004,11,2004,11,-40.0,-62.5,1.27,14.24
PNU,2005,4,2005,4,-40.0,-62.5,1.25,15.27
PNU,2005,4,2005,5,-40.0,-62.5,1.38,12.03
PNU,2005,4,2005,6,-40.0,-62.5,1.6,9.31
PNU,2005,4,2005,7,-40.0,-62.5,1.38,7.89
PNU,2005,4,2005,8,-40.0,-62.5,1.49,7.49
PNU,2005,4,2005,9,-40.0,-62.5,1.37,8.25
PNU,2005,5,2005,5,-40.0,-62.5,1.36,11.44
PNU,2005,5,2005,6,-40.0,-62.5,1.54,9.16
PNU,2005,5,2005,7,-40.0,-62.5,1.68,7.74
PNU,2005,5,2005,8,-40.0,-62.5,1.53,7.48
PNU,2005,5,2005,9,-40.0,-62.5,1.16,8.15
PNU,2005,5,2005,10,-40.0,-62.5,1.19,10.36
PNU,2005,6,2005,6,-40.0,-62.5,1.72,8.62
PNU,2005,6,2005,7,-40.0,-62.5,1.7,7.59
PNU,2005,6,2005,8,-40.0,-62.5,1.39,7.32
PNU,2005,6,2005,9,-40.0,-62.5,1.38,8.32
PNU,2005,6,2005,10,-40.0,-62.5,1.14,10.39
PNU,2005,6,2005,11,-40.0,-62.5,1.02,13.53
PNU,2005,7,2005,7,-40.0,-62.5,1.6,7.14
PNU,2005,7,2005,8,-40.0,-62.5,1.65,7.42
PNU,2005,7,2005,9,-40.0,-62.5,1.49,8.16
PNU,2005,7,2005,10,-40.0,-62.5,1.27,10.16
PNU,2005,7,2005,11,-40.0,-62.5,1.18,13.4
PNU,2005,8,2005,8,-40.0,-62.5,1.48,7.24
PNU,2005,8,2005,9,-40.0,-62.5,1.55,8.24
PNU,2005,8,2005,10,-40.0,-62.5,1.37,10.27
PNU,2005,8,2005,11,-40.0,-62.5,1.14,13.52
PNU,2005,9,2005,9,-40.0,-62.5,1.5,8.64
PNU,2005,9,2005,10,-40.0,-62.5,1.19,10.55
PNU,2005,9,2005,11,-40.0,-62.5,1.1,13.88
PNU,2005,10,2005,10,-40.0,-62.5,1.57,10.89
