model,init_year,init_month,forecasted_year,forecasted_month,lat,lon,prec,t2m
HMC,1993,10,1993,10,-40.0,-55.0,0.9300579,10.237420654296898
HMC,1993,10,1993,10,-37.5,-67.5,2.3605585,13.670312500000023
HMC,1993,10,1993,10,-37.5,-65.0,1.2900531,16.435052490234398
HMC,1993,10,1993,10,-37.5,-62.5,1.6556108,15.511712646484398
HMC,1993,10,1993,10,-37.5,-60.0,2.0451307,14.901940917968773
HMC,1993,10,1993,10,-37.5,-57.5,1.6622871,13.849847412109398
HMC,1993,10,1993,10,-37.5,-55.0,1.0885521,12.305749511718773
HMC,1993,10,1993,10,-35.0,-67.5,4.182285,13.297845458984398
HMC,1993,10,1993,10,-35.0,-65.0,1.8770516,16.988488769531273
HMC,1993,10,1993,10,-35.0,-62.5,1.9083369,16.799829101562523
HMC,1993,10,1993,10,-35.0,-60.0,2.0517852,16.774224853515648
HMC,1993,10,1993,10,-35.0,-57.5,2.0082748,16.312432861328148
HMC,1993,10,1993,10,-35.0,-55.0,1.7516657,14.948571777343773
HMC,1993,10,1993,10,-32.5,-67.5,5.471772,13.365502929687523
HMC,1993,10,1993,10,-32.5,-65.0,3.751004,16.444879150390648
HMC,1993,10,1993,10,-32.5,-62.5,2.3782742,17.715539550781273
HMC,1993,10,1993,10,-32.5,-60.0,1.7257875,18.620324707031273
HMC,1993,10,1993,10,-32.5,-57.5,2.379146,17.780725097656273
HMC,1993,10,1993,10,-32.5,-55.0,3.271796,16.992547607421898
HMC,1993,10,1993,10,-30.0,-67.5,7.2126427,12.309960937500023
HMC,1993,10,1993,10,-30.0,-65.0,4.0163283,18.202233886718773
HMC,1993,10,1993,10,-30.0,-62.5,2.6174731,19.713830566406273
HMC,1993,10,1993,10,-30.0,-60.0,2.3874664,20.050592041015648
HMC,1993,10,1993,10,-30.0,-57.5,2.6207213,19.549127197265648
HMC,1993,10,1993,10,-30.0,-55.0,3.5421371,18.541589355468773
HMC,1993,10,1993,11,-45.0,-67.5,2.7584803,13.535058593750023
HMC,1993,10,1993,11,-45.0,-65.0,0.66911256,12.689599609375023
HMC,1993,10,1993,11,-45.0,-62.5,0.57506764,11.714166259765648
HMC,1993,10,1993,11,-45.0,-60.0,0.56770563,10.008874511718773
HMC,1993,10,1993,11,-45.0,-57.5,0.859245,9.900903320312523
HMC,1993,10,1993,11,-45.0,-55.0,1.3661733,10.985437011718773
HMC,1993,10,1993,11,-42.5,-67.5,3.9336274,12.015679931640648
HMC,1993,10,1993,11,-42.5,-65.0,1.2883484,15.320062255859398
HMC,1993,10,1993,11,-42.5,-62.5,0.492593,13.639123535156273
HMC,1993,10,1993,11,-42.5,-60.0,0.5557748,12.061944580078148
HMC,1993,10,1993,11,-42.5,-57.5,0.6819962,10.682824707031273
HMC,1993,10,1993,11,-42.5,-55.0,1.1363728,11.799676513671898
HMC,1993,10,1993,11,-40.0,-67.5,2.2492397,15.348352050781273
HMC,1993,10,1993,11,-40.0,-65.0,1.3589504,19.391046142578148
HMC,1993,10,1993,11,-40.0,-62.5,0.9242765,17.952020263671898
HMC,1993,10,1993,11,-40.0,-60.0,0.8028763,14.705468750000023
HMC,1993,10,1993,11,-40.0,-57.5,0.79996955,12.658013916015648
HMC,1993,10,1993,11,-40.0,-55.0,1.0648477,12.304925537109398
HMC,1993,10,1993,11,-37.5,-67.5,2.633307,17.532128906250023
HMC,1993,10,1993,11,-37.5,-65.0,1.5289168,20.906243896484398
HMC,1993,10,1993,11,-37.5,-62.5,1.7037125,20.165246582031273
HMC,1993,10,1993,11,-37.5,-60.0,2.245524,18.957330322265648
HMC,1993,10,1993,11,-37.5,-57.5,1.6765655,17.138757324218773
HMC,1993,10,1993,11,-37.5,-55.0,1.2166157,15.016473388671898
HMC,1993,10,1993,11,-35.0,-67.5,5.487797,16.390679931640648
HMC,1993,10,1993,11,-35.0,-65.0,2.3792148,21.388726806640648
HMC,1993,10,1993,11,-35.0,-62.5,1.9158287,21.576989746093773
HMC,1993,10,1993,11,-35.0,-60.0,1.8419285,21.336755371093773
HMC,1993,10,1993,11,-35.0,-57.5,1.7169878,20.328332519531273
HMC,1993,10,1993,11,-35.0,-55.0,1.3907152,18.113366699218773
HMC,1993,10,1993,11,-32.5,-67.5,7.717148,16.086999511718773
HMC,1993,10,1993,11,-32.5,-65.0,5.02337,20.031060791015648
HMC,1993,10,1993,11,-32.5,-62.5,2.9348228,22.120111083984398
HMC,1993,10,1993,11,-32.5,-60.0,2.0391889,23.268457031250023
HMC,1993,10,1993,11,-32.5,-57.5,2.2214532,22.060174560546898
HMC,1993,10,1993,11,-32.5,-55.0,2.6367154,20.756890869140648
HMC,1993,10,1993,11,-30.0,-67.5,10.419095,14.775476074218773
HMC,1993,10,1993,11,-30.0,-65.0,6.085756,21.548852539062523
HMC,1993,10,1993,11,-30.0,-62.5,3.0924459,24.082604980468773
HMC,1993,10,1993,11,-30.0,-60.0,2.3198104,24.724511718750023
HMC,1993,10,1993,11,-30.0,-57.5,2.355233,24.087060546875023
HMC,1993,10,1993,11,-30.0,-55.0,3.1210096,22.509667968750023
HMC,1993,11,1993,11,-45.0,-67.5,2.9203463,13.330133056640648
HMC,1993,11,1993,11,-45.0,-65.0,0.55288154,12.864739990234398
HMC,1993,11,1993,11,-45.0,-62.5,0.43686715,11.971673583984398
HMC,1993,11,1993,11,-45.0,-60.0,0.41443348,10.277185058593773
HMC,1993,11,1993,11,-45.0,-57.5,0.693446,10.130700683593773
HMC,1993,11,1993,11,-45.0,-55.0,1.296968,11.166467285156273
HMC,1993,11,1993,11,-42.5,-67.5,3.8181748,11.815393066406273
HMC,1993,11,1993,11,-42.5,-65.0,1.1631423,15.353692626953148
HMC,1993,11,1993,11,-42.5,-62.5,0.38879782,13.933435058593773
HMC,1993,11,1993,11,-42.5,-60.0,0.56700706,12.390802001953148
