model,init_year,init_month,forecasted_year,forecasted_month,lat,lon,prec,t2m
BOM,2005,5,2005,9,-40.0,-62.5,1.4,10.95
BOM,2005,5,2005,10,-40.0,-62.5,1.98,13.94
BOM,2005,6,2005,6,-40.0,-62.5,0.88,9.16
BOM,2005,6,2005,7,-40.0,-62.5,1.1,8.15
BOM,2005,6,2005,8,-40.0,-62.5,1.17,9.44
BOM,2005,6,2005,9,-40.0,-62.5,1.48,11.38
BOM,2005,6,2005,10,-40.0,-62.5,1.86,14.11
BOM,2005,6,2005,11,-40.0,-62.5,1.73,17.47
BOM,2005,7,2005,7,-40.0,-62.5,0.95,8.45
BOM,2005,7,2005,8,-40.0,-62.5,1.43,9.42
BOM,2005,7,2005,9,-40.0,-62.5,1.69,11.14
BOM,2005,7,2005,10,-40.0,-62.5,2.04,14.08
BOM,2005,7,2005,11,-40.0,-62.5,1.61,17.93
BOM,2005,8,2005,8,-40.0,-62.5,1.03,9.22
BOM,2005,8,2005,9,-40.0,-62.5,1.32,11.14
BOM,2005,8,2005,10,-40.0,-62.5,1.71,14.26
BOM,2005,8,2005,11,-40.0,-62.5,1.44,17.55
BOM,2005,9,2005,9,-40.0,-62.5,1.53,11.31
BOM,2005,9,2005,10,-40.0,-62.5,1.58,14.3
BOM,2005,9,2005,11,-40.0,-62.5,1.88,17.67
BOM,2005,10,2005,10,-40.0,-62.5,1.61,14.57
BOM,2005,10,2005,11,-40.0,-62.5,1.49,18.37
BOM,2005,11,2005,11,-40.0,-62.5,1.14,18.41
BOM,2006,4,2006,4,-40.0,-62.5,1.07,15.86
BOM,2006,4,2006,5,-40.0,-62.5,0.98,12.05
